# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MSF1	CIB10637_004397	CIB10637_004397-T1	protein_coding	0	1	0	23	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	13
MSH3	CIB10637_006553	CIB10637_006553-T1	protein_coding	0	1	4	60	6	0	0	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	1	30
MSH4	CIB10637_007636	CIB10637_007636-T1	protein_coding	1	2	3	22	0	0	0	0	0	0	0	12	1	0	1	3	0	0	0	1	0	0	0	0	1	10
MSH6	CIB10637_007478	CIB10637_007478-T1	protein_coding	0	2	4	19	0	0	1	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	2	6
MSK1	CIB10637_004216	CIB10637_004216-T1	protein_coding	0	5	2	41	0	0	0	0	0	0	0	25	0	0	4	2	0	0	0	2	0	0	0	0	3	14
MSM1	CIB10637_008545	CIB10637_008545-T1	protein_coding	0	12	6	208	0	0	0	0	0	0	0	79	0	0	9	6	0	0	0	3	0	0	0	0	9	123
MSN5	CIB10637_006691	CIB10637_006691-T1	protein_coding	0	4	5	24	0	0	0	0	0	0	0	16	0	0	2	5	0	0	0	1	0	0	0	0	3	7
MSP1	CIB10637_007397	CIB10637_007397-T1	protein_coding	0	1	1	23	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	15
MSS1	CIB10637_000205	CIB10637_000205-T1	protein_coding	0	2	1	36	5	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	2	10
MSS1	CIB10637_000205	CIB10637_000205-T2	protein_coding	0	2	1	36	5	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	2	10
MSS4	CIB10637_002115	CIB10637_002115-T1	protein_coding	0	0	7	52	0	0	0	0	0	0	4	24	0	0	0	3	0	0	0	0	0	0	0	0	0	28
MSS51	CIB10637_006723	CIB10637_006723-T1	protein_coding	1	0	1	35	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	1	0	0	0	0	13
MST1	CIB10637_002649	CIB10637_002649-T1	protein_coding	0	3	3	41	0	0	0	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	3	20
MSU1	CIB10637_006788	CIB10637_006788-T1	protein_coding	0	6	6	94	0	0	0	0	0	1	0	28	0	0	0	5	0	0	0	0	0	0	0	0	6	66
MSW1	CIB10637_000266	CIB10637_000266-T1	protein_coding	0	3	0	31	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	11
MSY1	CIB10637_007477	CIB10637_007477-T1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	10
MT2	CIB10637_006565	CIB10637_006565-T1	protein_coding	0	0	0	33	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MT2	CIB10637_006565	CIB10637_006565-T2	protein_coding	0	0	0	33	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MTC6	CIB10637_004432	CIB10637_004432-T1	protein_coding	0	5	2	153	1	0	1	0	0	0	0	26	0	0	0	2	0	0	0	1	0	0	0	0	5	125
MTG2	CIB10637_002859	CIB10637_002859-T1	protein_coding	0	3	1	32	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	3	19
MTM1	CIB10637_001632	CIB10637_001632-T1	protein_coding	0	7	2	78	18	0	0	0	0	0	0	47	0	0	3	2	0	0	0	1	0	0	0	0	6	11
MTO1	CIB10637_000170	CIB10637_000170-T1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	14
MTQ2	CIB10637_001641	CIB10637_001641-T1	protein_coding	0	0	2	56	0	0	0	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	19
MTR10	CIB10637_007093	CIB10637_007093-T1	protein_coding	0	4	3	37	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	4	17
MTR3	CIB10637_002294	CIB10637_002294-T1	protein_coding	0	2	4	95	4	0	0	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	2	55
MTR4	CIB10637_003562	CIB10637_003562-T1	protein_coding	0	4	3	59	4	0	0	0	0	0	0	46	0	0	1	3	0	0	0	1	0	0	0	0	3	9
MTR4	CIB10637_003562	CIB10637_003562-T2	protein_coding	0	3	4	59	2	0	0	0	0	0	0	48	0	0	0	4	0	0	0	0	0	0	0	0	3	9
MTR4	CIB10637_003562	CIB10637_003562-T3	protein_coding	0	3	4	59	4	0	0	0	0	0	0	46	0	0	0	4	0	0	0	0	0	0	0	0	3	9
MUP1	CIB10637_007140	CIB10637_007140-T1	protein_coding	2	11	9	113	0	0	0	0	0	0	0	31	0	0	9	9	0	0	0	4	0	1	1	0	8	76
MUQ1	CIB10637_003635	CIB10637_003635-T1	protein_coding	0	2	2	47	0	0	0	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	2	23
MUS81	CIB10637_002964	CIB10637_002964-T1	protein_coding	0	2	1	29	0	0	3	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	2	11
MVD1_1	CIB10637_003557	CIB10637_003557-T1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	19
MVD1_2	CIB10637_003559	CIB10637_003559-T1	protein_coding	0	0	1	28	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	0	17
MVP1_1	CIB10637_008359	CIB10637_008359-T1	protein_coding	0	1	2	38	0	0	3	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	1	15
MVP1_2	CIB10637_008360	CIB10637_008360-T1	protein_coding	0	2	4	56	3	0	2	0	0	0	0	27	0	0	4	4	0	0	0	0	0	0	0	0	2	20
MYO1_1	CIB10637_005362	CIB10637_005362-T1	protein_coding	0	1	2	31	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	1	15
MYO1_2	CIB10637_005363	CIB10637_005363-T1	protein_coding	0	6	9	42	0	0	0	0	0	0	0	17	0	0	8	9	0	0	0	1	0	0	0	0	5	18
MYO1_2	CIB10637_005363	CIB10637_005363-T2	protein_coding	0	7	7	46	0	3	4	0	0	0	0	17	0	0	8	7	0	0	0	1	0	0	0	0	3	18
MYO1_4	CIB10637_007440	CIB10637_007440-T1	protein_coding	0	2	3	59	0	0	1	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	2	32
MYO2	CIB10637_005737	CIB10637_005737-T1	protein_coding	0	7	0	39	1	0	3	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	7	22
MYO2	CIB10637_005737	CIB10637_005737-T2	protein_coding	0	7	0	39	1	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	22
MYO2	CIB10637_005737	CIB10637_005737-T3	protein_coding	0	7	0	52	5	0	3	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	7	22
MYO2	CIB10637_005737	CIB10637_005737-T4	protein_coding	0	7	0	39	1	0	3	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	7	22
MZM1	CIB10637_007204	CIB10637_007204-T1	protein_coding	0	2	0	34	0	0	0	0	0	0	0	17	0	0	4	0	0	0	0	2	0	0	0	0	0	15
MgPP2CL-1	CIB10637_008336	CIB10637_008336-T1	protein_coding	0	0	4	25	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	13
MgSsk1	CIB10637_005331	CIB10637_005331-T1	protein_coding	0	6	5	71	0	0	0	0	0	0	0	35	0	0	8	5	0	0	0	0	0	0	0	0	6	28
N19M	CIB10637_005396	CIB10637_005396-T1	protein_coding	0	0	0	62	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	30
NAB3	CIB10637_000810	CIB10637_000810-T1	protein_coding	0	3	3	30	0	0	1	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	3	14
NAG1_1	CIB10637_001577	CIB10637_001577-T1	protein_coding	0	2	7	30	0	0	0	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	2	15
NAG1_2	CIB10637_003761	CIB10637_003761-T1	protein_coding	0	1	0	71	0	0	0	0	0	0	0	38	0	0	5	0	0	0	0	1	0	0	0	0	0	29
NAG2	CIB10637_003764	CIB10637_003764-T1	protein_coding	0	2	2	46	0	0	0	0	0	0	0	34	0	0	1	2	0	0	0	0	0	0	0	0	2	11
NAG4	CIB10637_005629	CIB10637_005629-T1	protein_coding	0	1	3	34	2	0	2	0	0	0	0	20	0	0	1	3	0	0	0	1	0	0	0	0	0	10
NAG4	CIB10637_005629	CIB10637_005629-T2	protein_coding	0	1	3	34	2	0	2	0	0	0	0	20	0	0	1	3	0	0	0	1	0	0	0	0	0	10
NAG5	CIB10637_003757	CIB10637_003757-T1	protein_coding	0	3	0	48	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	33
NAM7	CIB10637_008624	CIB10637_008624-T1	protein_coding	0	5	2	63	4	0	1	0	0	0	0	36	0	0	2	2	2	0	0	2	0	0	0	0	3	18
NAN1	CIB10637_004709	CIB10637_004709-T1	protein_coding	0	4	5	53	0	0	0	0	0	0	0	22	0	0	0	5	0	0	0	0	0	0	0	0	4	31
NAP1	CIB10637_005738	CIB10637_005738-T1	protein_coding	0	2	1	36	2	1	2	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	19
NAP1	CIB10637_005738	CIB10637_005738-T2	protein_coding	0	0	0	38	4	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	19
NAR1	CIB10637_001100	CIB10637_001100-T1	protein_coding	0	1	2	34	2	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	15
NAS2	CIB10637_007872	CIB10637_007872-T1	protein_coding	0	2	0	41	1	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	2	21
NAS6	CIB10637_007972	CIB10637_007972-T1	protein_coding	0	1	0	20	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	1	0	0	0	0	0	12
NAT10	CIB10637_004134	CIB10637_004134-T1	protein_coding	0	1	5	41	0	0	0	0	0	0	0	18	0	0	0	5	0	0	0	0	0	0	0	0	1	23
NAT2	CIB10637_003625	CIB10637_003625-T1	protein_coding	0	0	0	40	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	13
NAT4	CIB10637_007470	CIB10637_007470-T1	protein_coding	1	0	0	44	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	32
NBP2	CIB10637_003829	CIB10637_003829-T1	protein_coding	0	2	3	41	1	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	2	24
NBP35	CIB10637_002296	CIB10637_002296-T1	protein_coding	0	2	1	87	1	0	1	0	0	0	0	37	0	0	2	1	0	0	0	0	0	0	0	0	2	46
NCA2	CIB10637_007269	CIB10637_007269-T1	protein_coding	0	0	2	53	2	0	1	0	0	0	0	34	0	0	1	2	0	0	0	0	0	0	0	0	0	15
NCA2	CIB10637_007269	CIB10637_007269-T2	protein_coding	0	0	2	53	2	0	2	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	0	15
NCB2	CIB10637_007218	CIB10637_007218-T1	protein_coding	0	0	0	21	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8
NCL1	CIB10637_002870	CIB10637_002870-T1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NCR1	CIB10637_001315	CIB10637_001315-T1	protein_coding	0	5	5	22	1	0	1	0	0	0	0	10	0	0	1	5	0	0	0	0	0	0	0	0	5	9
NCR1	CIB10637_001315	CIB10637_001315-T2	protein_coding	0	5	3	24	1	0	4	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	5	9
NDC80	CIB10637_003060	CIB10637_003060-T1	protein_coding	0	1	2	19	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1	11
NDE1_1	CIB10637_001834	CIB10637_001834-T1	protein_coding	0	1	2	46	0	0	0	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	1	12
NDE1_2	CIB10637_008037	CIB10637_008037-T1	protein_coding	0	4	0	73	3	0	3	0	0	0	0	32	0	0	3	0	0	0	0	1	0	0	0	0	3	33
NDH51	CIB10637_001198	CIB10637_001198-T1	protein_coding	0	1	0	23	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	13
NEM1	CIB10637_005039	CIB10637_005039-T1	protein_coding	0	1	0	127	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	100
NEO1	CIB10637_007804	CIB10637_007804-T1	protein_coding	0	4	1	41	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	4	19
NEP1	CIB10637_002129	CIB10637_002129-T1	protein_coding	0	5	0	272	0	0	0	0	0	0	0	121	0	0	20	0	0	0	0	0	0	0	0	0	5	131
NEW1	CIB10637_007730	CIB10637_007730-T1	protein_coding	0	12	3	85	3	1	2	0	0	0	0	19	0	0	3	3	0	0	0	0	0	0	0	0	11	58
NFS1	CIB10637_002462	CIB10637_002462-T1	protein_coding	0	1	1	67	7	0	0	0	0	0	0	39	0	0	3	1	0	0	0	0	0	0	0	0	1	18
NGG1	CIB10637_004231	CIB10637_004231-T1	protein_coding	0	1	4	18	0	0	0	0	0	0	0	10	0	0	3	4	0	0	0	0	0	0	0	0	1	5
NHP2	CIB10637_006286	CIB10637_006286-T1	protein_coding	0	0	1	35	0	0	0	0	0	0	0	13	0	0	2	1	0	0	0	0	0	0	0	0	0	20
NHP6	CIB10637_003149	CIB10637_003149-T1	protein_coding	0	0	0	24	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	18
NHX1	CIB10637_006023	CIB10637_006023-T1	protein_coding	0	4	4	80	1	0	2	0	0	0	0	43	0	0	4	4	0	0	0	0	0	0	0	0	4	30
NIC96	CIB10637_007283	CIB10637_007283-T1	protein_coding	0	1	2	24	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	1	15
NIK1	CIB10637_003847	CIB10637_003847-T1	protein_coding	0	3	1	45	2	0	1	0	0	0	0	25	0	0	1	1	0	0	0	0	0	0	0	0	3	16
NIK1	CIB10637_003847	CIB10637_003847-T2	protein_coding	0	3	1	45	2	0	1	0	0	0	0	25	0	0	1	1	0	0	0	0	0	0	0	0	3	16
NIK1	CIB10637_003847	CIB10637_003847-T3	protein_coding	0	3	1	45	2	0	2	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	3	16
NIP1	CIB10637_006848	CIB10637_006848-T1	protein_coding	0	1	1	24	4	0	1	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	7
NIP7	CIB10637_008375	CIB10637_008375-T1	protein_coding	0	3	0	113	25	0	0	0	0	0	0	31	0	0	2	0	0	0	0	1	0	0	0	0	2	55
NIT2	CIB10637_005071	CIB10637_005071-T1	protein_coding	0	0	1	29	0	0	0	0	0	0	0	16	0	0	2	1	0	0	0	0	0	0	0	0	0	11
NIT3	CIB10637_001069	CIB10637_001069-T1	protein_coding	0	1	0	25	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	13
NMA1	CIB10637_001353	CIB10637_001353-T1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	10
NMD2	CIB10637_004485	CIB10637_004485-T1	protein_coding	0	4	1	35	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	4	21
NMD3	CIB10637_008406	CIB10637_008406-T1	protein_coding	0	9	4	133	6	0	5	0	0	1	0	80	0	0	0	3	0	0	0	0	0	0	0	0	9	42
NMD5	CIB10637_003780	CIB10637_003780-T1	protein_coding	0	5	1	25	0	0	0	0	0	0	0	11	0	0	2	1	0	0	0	0	0	0	0	0	5	12
NMT1	CIB10637_007461	CIB10637_007461-T1	protein_coding	0	0	1	28	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	21
NOC2	CIB10637_002614	CIB10637_002614-T1	protein_coding	0	3	4	29	0	0	0	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	3	13
NOC4	CIB10637_003683	CIB10637_003683-T1	protein_coding	0	1	1	32	0	0	0	0	0	0	0	19	0	0	1	1	0	0	0	1	0	0	0	0	0	13
NOG1	CIB10637_007120	CIB10637_007120-T1	protein_coding	0	0	1	42	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	19
NOG2	CIB10637_007178	CIB10637_007178-T1	protein_coding	0	3	0	37	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	3	20
NOP1	CIB10637_002689	CIB10637_002689-T1	protein_coding	0	0	0	19	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	10
NOP10	CIB10637_005475	CIB10637_005475-T1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NOP12	CIB10637_000595	CIB10637_000595-T1	protein_coding	0	2	5	43	0	0	0	0	1	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	2	20
NOP13	CIB10637_000722	CIB10637_000722-T1	protein_coding	0	0	1	50	0	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	27
NOP14	CIB10637_000561	CIB10637_000561-T1	protein_coding	0	2	0	86	2	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	2	11
NOP15	CIB10637_003582	CIB10637_003582-T1	protein_coding	0	1	1	36	2	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	19
NOP16	CIB10637_002446	CIB10637_002446-T1	protein_coding	0	3	2	65	0	0	0	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	3	19
NOP2	CIB10637_005719	CIB10637_005719-T1	protein_coding	0	2	3	22	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	2	9
NOP4	CIB10637_003598	CIB10637_003598-T1	protein_coding	0	3	1	132	0	0	0	0	0	0	0	119	0	0	0	1	0	0	0	0	0	0	0	0	3	13
NOP58	CIB10637_003012	CIB10637_003012-T1	protein_coding	0	2	2	36	0	0	0	0	0	0	1	12	0	0	0	1	0	0	0	0	0	0	0	0	2	24
NOP7	CIB10637_007472	CIB10637_007472-T1	protein_coding	0	5	1	21	2	0	0	0	0	0	0	10	0	0	1	1	0	0	0	1	0	0	0	0	4	9
NOP9	CIB10637_003267	CIB10637_003267-T1	protein_coding	0	6	2	26	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	6	18
NOT4	CIB10637_001342	CIB10637_001342-T1	protein_coding	0	4	3	85	2	0	0	0	0	0	0	18	0	0	5	3	0	0	0	0	0	0	0	0	4	60
NOT5	CIB10637_004734	CIB10637_004734-T1	protein_coding	0	18	2	235	18	1	2	0	0	0	0	125	0	0	2	2	3	0	0	3	0	0	0	0	14	85
NPC2	CIB10637_007122	CIB10637_007122-T1	protein_coding	0	0	0	36	1	0	2	0	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	14
NPL4	CIB10637_004075	CIB10637_004075-T1	protein_coding	0	2	2	30	3	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	2	11
NPL4	CIB10637_004075	CIB10637_004075-T2	protein_coding	0	2	2	30	3	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	2	11
NPL4	CIB10637_004075	CIB10637_004075-T3	protein_coding	0	1	2	31	3	0	1	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	1	11
NPL6_1	CIB10637_003042	CIB10637_003042-T1	protein_coding	0	4	2	42	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	4	22
NPL6_2	CIB10637_003043	CIB10637_003043-T1	protein_coding	0	3	0	56	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3	23
NPL6_2	CIB10637_003043	CIB10637_003043-T2	protein_coding	0	2	0	57	1	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	0	2	23
NPR1	CIB10637_008162	CIB10637_008162-T1	protein_coding	0	0	0	36	0	0	3	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	19
NPR2	CIB10637_004230	CIB10637_004230-T1	protein_coding	0	0	0	27	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	14
NPS1	CIB10637_001276	CIB10637_001276-T1	protein_coding	0	6	5	26	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	0	6	14
NPT1	CIB10637_007021	CIB10637_007021-T1	protein_coding	1	1	0	45	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	1	23
NPT1	CIB10637_007021	CIB10637_007021-T2	protein_coding	0	1	0	46	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	1	23
NPT1	CIB10637_007021	CIB10637_007021-T3	protein_coding	0	1	0	46	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	1	23
NPY1	CIB10637_005583	CIB10637_005583-T1	protein_coding	1	8	3	66	0	1	6	0	0	0	0	22	1	0	3	3	0	0	0	0	0	0	0	0	7	35
NRC2	CIB10637_008126	CIB10637_008126-T1	protein_coding	0	0	0	67	0	0	0	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	41
NRK1	CIB10637_001217	CIB10637_001217-T1	protein_coding	0	2	2	29	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	2	15
NRP1	CIB10637_005664	CIB10637_005664-T1	protein_coding	0	2	1	34	4	0	1	0	0	0	0	13	0	0	1	1	0	0	0	1	0	0	0	0	1	16
NSA2	CIB10637_006597	CIB10637_006597-T1	protein_coding	0	1	0	66	0	0	0	0	0	0	0	42	0	0	1	0	0	0	0	1	0	0	0	0	0	24
NSP1	CIB10637_003868	CIB10637_003868-T1	protein_coding	0	4	2	58	1	2	3	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	2	20
NSR1	CIB10637_000477	CIB10637_000477-T1	protein_coding	0	3	3	48	2	0	2	0	0	0	0	20	0	0	3	3	0	0	0	1	0	0	0	0	2	22
NST1	CIB10637_003081	CIB10637_003081-T1	protein_coding	0	3	2	32	1	0	2	0	0	0	0	11	0	0	1	2	0	0	0	0	0	0	0	0	3	17
NTE1	CIB10637_007534	CIB10637_007534-T1	protein_coding	0	39	12	216	8	0	0	0	0	0	0	53	0	0	5	12	0	0	0	0	0	0	0	0	39	150
NTF2	CIB10637_003105	CIB10637_003105-T1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	8
NTH1_1	CIB10637_000754	CIB10637_000754-T1	protein_coding	0	1	1	92	1	0	7	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	60
NTH1_2	CIB10637_002384	CIB10637_002384-T1	protein_coding	0	1	0	70	7	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	37
NUA3	CIB10637_000427	CIB10637_000427-T1	protein_coding	0	0	4	19	0	0	0	2	0	1	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	3
NUC1	CIB10637_001839	CIB10637_001839-T1	protein_coding	0	0	0	40	2	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	17
NUD1	CIB10637_006392	CIB10637_006392-T1	protein_coding	0	5	16	43	3	0	1	0	0	0	0	14	0	0	0	16	0	0	0	0	0	0	0	0	5	25
NUF2	CIB10637_008106	CIB10637_008106-T1	protein_coding	0	1	0	36	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	25
NUG1	CIB10637_007952	CIB10637_007952-T1	protein_coding	0	0	1	192	0	0	0	0	0	0	0	7	0	0	2	1	0	0	0	0	0	0	0	0	0	183
NUO24	CIB10637_001655	CIB10637_001655-T1	protein_coding	0	1	0	37	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	22
NUP49	CIB10637_006344	CIB10637_006344-T1	protein_coding	0	3	5	40	0	0	0	0	0	0	0	18	0	0	1	5	0	0	0	0	0	0	0	0	3	21
NUP57	CIB10637_007975	CIB10637_007975-T1	protein_coding	0	3	3	24	0	0	2	1	0	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	3	12
NUP84	CIB10637_005223	CIB10637_005223-T1	protein_coding	0	1	11	35	0	0	0	0	0	0	0	20	0	0	2	11	0	0	0	2	0	0	0	0	0	14
NUT1	CIB10637_003502	CIB10637_003502-T1	protein_coding	0	4	5	33	0	0	3	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	4	16
NUT1	CIB10637_003502	CIB10637_003502-T2	protein_coding	0	4	3	33	0	0	1	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	4	18
NUT1	CIB10637_003502	CIB10637_003502-T3	protein_coding	0	6	4	34	0	1	3	0	0	0	0	14	0	0	1	4	0	0	0	1	0	0	0	0	4	16
NUT2	CIB10637_003307	CIB10637_003307-T1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	13
NdufA8	CIB10637_005242	CIB10637_005242-T1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NdufS1	CIB10637_005765	CIB10637_005765-T1	protein_coding	0	2	0	43	6	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	2	23
NdufS2	CIB10637_003960	CIB10637_003960-T1	protein_coding	0	1	0	25	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	10
NdufS4	CIB10637_001901	CIB10637_001901-T1	protein_coding	0	1	0	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	10
NdufS8	CIB10637_003422	CIB10637_003422-T1	protein_coding	0	1	1	37	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	26
OAC1	CIB10637_008307	CIB10637_008307-T1	protein_coding	0	0	1	30	0	0	0	0	0	0	0	19	0	0	2	1	0	0	0	0	0	0	0	0	0	9
